ID:	 1	Genus:	 g__Abiotrophia	ICC1_single_raters_absolute	 0.9331403	ICC2_single_random_raters	 0.9332303	ICC3_single_fixed_raters	 0.937014	ICC1-p-value	 1.45169e-44	iCC2-p-value	 6.604534e-45	ICC3-p-value	 6.604534e-45
ID:	 2	Genus:	 g__Acetanaerobacterium	ICC1_single_raters_absolute	 -0.005461685	ICC2_single_random_raters	 0	ICC3_single_fixed_raters	 0	ICC1-p-value	 0.5131668	iCC2-p-value	 0.4883994	ICC3-p-value	 0.4883994
ID:	 3	Genus:	 g__Acetatifactor	ICC1_single_raters_absolute	 NaN	ICC2_single_random_raters	 NaN	ICC3_single_fixed_raters	 NaN	ICC1-p-value	 NaN	iCC2-p-value	 NaN	ICC3-p-value	 NaN
ID:	 4	Genus:	 g__Acetitomaculum	ICC1_single_raters_absolute	 0.1220794	ICC2_single_random_raters	 0.1301964	ICC3_single_fixed_raters	 0.1339108	ICC1-p-value	 0.08245735	iCC2-p-value	 0.0655426	ICC3-p-value	 0.0655426
ID:	 5	Genus:	 g__Acetivibrio	ICC1_single_raters_absolute	 -0.03376621	ICC2_single_random_raters	 0.001715028	ICC3_single_fixed_raters	 0.001911889	ICC1-p-value	 0.6415622	iCC2-p-value	 0.4796839	ICC3-p-value	 0.4796839
ID:	 6	Genus:	 g__Acetobacterium	ICC1_single_raters_absolute	 2.13911e-06	ICC2_single_random_raters	 2.139454e-06	ICC3_single_fixed_raters	 2.139454e-06	ICC1-p-value	 0.488088	iCC2-p-value	 0.4883896	ICC3-p-value	 0.4883896
ID:	 7	Genus:	 g__Acholeplasma	ICC1_single_raters_absolute	 NaN	ICC2_single_random_raters	 NaN	ICC3_single_fixed_raters	 NaN	ICC1-p-value	 NaN	iCC2-p-value	 NaN	ICC3-p-value	 NaN
ID:	 8	Genus:	 g__Acidaminococcus	ICC1_single_raters_absolute	 0.4505675	ICC2_single_random_raters	 0.4582089	ICC3_single_fixed_raters	 0.4781593	ICC1-p-value	 3.132763e-07	iCC2-p-value	 6.745718e-08	ICC3-p-value	 6.745718e-08
ID:	 9	Genus:	 g__Acidovorax	ICC1_single_raters_absolute	 0.1968162	ICC2_single_random_raters	 0.2019257	ICC3_single_fixed_raters	 0.2058544	ICC1-p-value	 0.01406783	iCC2-p-value	 0.0112763	ICC3-p-value	 0.0112763
ID:	 10	Genus:	 g__Acinetobacter	ICC1_single_raters_absolute	 0.5325003	ICC2_single_random_raters	 0.5404624	ICC3_single_fixed_raters	 0.5695636	ICC1-p-value	 1.25189e-09	iCC2-p-value	 8.543149e-11	ICC3-p-value	 8.543149e-11
ID:	 11	Genus:	 g__Actinobacillus	ICC1_single_raters_absolute	 0.003969705	ICC2_single_random_raters	 0.03995851	ICC3_single_fixed_raters	 0.04481647	ICC1-p-value	 0.4699571	iCC2-p-value	 0.2963432	ICC3-p-value	 0.2963432
ID:	 12	Genus:	 g__Actinomyces	ICC1_single_raters_absolute	 0.9187292	ICC2_single_random_raters	 0.9193357	ICC3_single_fixed_raters	 0.9403892	ICC1-p-value	 7.591314e-41	iCC2-p-value	 6.141471e-46	ICC3-p-value	 6.141471e-46
ID:	 13	Genus:	 g__Actinotignum	ICC1_single_raters_absolute	 2.139168e-06	ICC2_single_random_raters	 2.139513e-06	ICC3_single_fixed_raters	 2.139513e-06	ICC1-p-value	 0.488088	iCC2-p-value	 0.4883896	ICC3-p-value	 0.4883896
ID:	 14	Genus:	 g__Adhaeribacter	ICC1_single_raters_absolute	 NaN	ICC2_single_random_raters	 NaN	ICC3_single_fixed_raters	 NaN	ICC1-p-value	 NaN	iCC2-p-value	 NaN	ICC3-p-value	 NaN
ID:	 15	Genus:	 g__Adlercreutzia	ICC1_single_raters_absolute	 0.332592	ICC2_single_random_raters	 0.3420554	ICC3_single_fixed_raters	 0.3572522	ICC1-p-value	 0.000125781	iCC2-p-value	 4.633899e-05	ICC3-p-value	 4.633899e-05
ID:	 16	Genus:	 g__Aeribacillus	ICC1_single_raters_absolute	 NaN	ICC2_single_random_raters	 NaN	ICC3_single_fixed_raters	 NaN	ICC1-p-value	 NaN	iCC2-p-value	 NaN	ICC3-p-value	 NaN
